CNPJ;UF;Ente Federativo;Regime
76974823000180;PR;Santa Isabel do Ivaí;RGPS
76205715000142;PR;Santa Izabel do Oeste;RPPS
95594776000193;PR;Santa Lúcia;RGPS
95684544000126;PR;Santa Maria do Oeste;RGPS
75392019000120;PR;Santa Mariana;RGPS
95641916000137;PR;Santa Mônica;RPPS
80882095000153;PR;Santa Tereza do Oeste;RGPS
75425314000135;PR;Santa Terezinha de Itaipu;RGPS
76920826000130;PR;Santana do Itararé;RPPS
76968627000100;PR;Santo Antônio da Platina;RGPS
75483230000158;PR;Santo Antônio do Caiuá;RGPS
75832170000131;PR;Santo Antônio do Paraíso;RGPS
75927582000155;PR;Santo Antônio do Sudoeste;RGPS
76970375000146;PR;Santo Inácio;RGPS
75498576000120;PR;São Carlos do Ivaí;RGPS
76290683000120;PR;São Jerônimo da Serra;RGPS
76995422000106;PR;São João;RGPS
76238435000130;PR;São João do Caiuá;RGPS
75741355000130;PR;São João do Ivaí;RGPS
75193516000107;PR;São João do Triunfo;RGPS
76995380000103;PR;São Jorge d'Oeste;RGPS
76282649000104;PR;São Jorge do Ivaí;RGPS
77870475000163;PR;São Jorge do Patrocínio;RPPS
76920818000194;PR;São José da Boa Vista;RGPS
77819605000133;PR;São José das Palmeiras;RGPS
76105543000135;PR;São José dos Pinhais;RPPS
80909617000163;PR;São Manoel do Paraná;RGPS
76021450000122;PR;São Mateus do Sul;RPPS
76206499000150;PR;São Miguel do Iguaçu;RGPS
95583597000150;PR;São Pedro do Iguaçu;RGPS
75771311000153;PR;São Pedro do Ivaí;RGPS
76975259000110;PR;São Pedro do Paraná;RPPS
76290659000191;PR;São Sebastião da Amoreira;RGPS
75381178000129;PR;São Tomé;RPPS
76167733000187;PR;Sapopema;RPPS em Extinção
78200482000110;PR;Sarandi;RPPS
95585477000192;PR;Saudade do Iguaçu;RGPS
76911676000107;PR;Sengés;RGPS
01613052000104;PR;Serranópolis do Iguaçu;RGPS
75393082000180;PR;Sertaneja;RGPS
76245034000108;PR;Sertanópolis;RGPS
76919083000189;PR;Siqueira Campos;RPPS
80869886000143;PR;Sulina;RGPS
01613167000190;PR;Tamarana;RGPS
76978519000100;PR;Tamboara;RPPS
76247345000106;PR;Tapejara;RPPS
75801738000157;PR;Tapira;RPPS
75963850000194;PR;Teixeira Soares;RPPS
76170240000104;PR;Telêmaco Borba;RPPS
75793786000140;PR;Terra Boa;RPPS
76978881000181;PR;Terra Rica;RPPS
75587204000170;PR;Terra Roxa;RPPS
76170257000153;PR;Tibagi;RPPS
76105584000121;PR;Tijucas do Sul;RPPS
76205806000188;PR;Toledo;RPPS
75697094000107;PR;Tomazina;RGPS
78121936000168;PR;Três Barras do Paraná;RGPS
68703834000105;PR;Tunas do Paraná;RPPS
76247329000113;PR;Tuneiras do Oeste;RGPS
77877116000138;PR;Tupãssi;RGPS
78279973000107;PR;Turvo;RPPS
76950096000110;PR;Ubiratã;RGPS
76247378000156;PR;Umuarama;RPPS
75967760000171;PR;União da Vitória;RPPS
76279975000162;PR;Uniflor;RPPS
75424507000171;PR;Uraí;RGPS
95685798000169;PR;Ventania;RGPS
78101821000101;PR;Vera Cruz do Oeste;RGPS
75636530000120;PR;Verê;RGPS
95587622000174;PR;Virmond;RGPS
76995463000100;PR;Vitorino;RGPS
76920800000192;PR;Wenceslau Braz;RPPS
76247360000154;PR;Xambrê;RPPS
29172467000109;RJ;Angra dos Reis;RPPS
36288900000123;RJ;Aperibé;RPPS
28531762000133;RJ;Araruama;RPPS
39554605000160;RJ;Areal;RPPS
01616171000102;RJ;Armação dos Búzios;RPPS
27792373000107;RJ;Arraial do Cabo;RPPS
28576080000147;RJ;Barra do Piraí;RPPS
28695658000184;RJ;Barra Mansa;RPPS
39485438000142;RJ;Belford Roxo;RPPS
28561041000176;RJ;Bom Jardim;RPPS
28812972000108;RJ;Bom Jesus do Itabapoana;RGPS
28549483000105;RJ;Cabo Frio;RPPS
29128766000138;RJ;Cachoeiras de Macacu;RPPS
29111085000167;RJ;Cambuci;RPPS
29116894000161;RJ;Campos dos Goytacazes;RPPS
28645794000160;RJ;Cantagalo;RPPS
01609497000102;RJ;Carapebus;RPPS
39228739000190;RJ;Cardoso Moreira;RPPS
29128741000134;RJ;Carmo;RPPS
29115458000178;RJ;Casimiro de Abreu;RPPS
39554597000151;RJ;Comendador Levy Gasparian;RPPS
29115466000114;RJ;Conceição de Macabu;RPPS
28614865000167;RJ;Cordeiro;RPPS
28564177000130;RJ;Duas Barras;RPPS
29138328000150;RJ;Duque de Caxias;RPPS
29079480000100;RJ;Engenheiro Paulo de Frontin;RGPS
42498600000171;RJ;Governo do Estado do Rio de Janeiro;RPPS
39547500000183;RJ;Guapimirim;RPPS em Extinção
01615882000162;RJ;Iguaba Grande;RPPS
28741080000155;RJ;Itaboraí;RPPS
29138302000102;RJ;Itaguaí;RPPS
30417158000122;RJ;Italva;RPPS
28615557000156;RJ;Itaocara;RPPS
28916716000152;RJ;Itaperuna;RPPS
31846892000170;RJ;Itatiaia;RPPS
39485396000140;RJ;Japeri;RPPS
28919637000103;RJ;Laje do Muriaé;RPPS
29115474000160;RJ;Macaé;RPPS
01617237000189;RJ;Macuco;RGPS
29138351000145;RJ;Magé;RPPS
29138310000159;RJ;Mangaratiba;RPPS
29131075000193;RJ;Maricá;RPPS
28580694000100;RJ;Mendes;RPPS
04132090000125;RJ;Mesquita;RPPS
32415283000129;RJ;Miguel Pereira;RPPS
29114121000146;RJ;Miracema;RPPS
28920304000196;RJ;Natividade;RPPS
29138286000158;RJ;Nilópolis;RPPS
28521748000159;RJ;Niterói;RPPS
28606630000123;RJ;Nova Friburgo;RPPS
29138278000101;RJ;Nova Iguaçu;RPPS
29138294000102;RJ;Paracambi;RGPS
29138385000130;RJ;Paraíba do Sul;RPPS
29172475000147;RJ;Parati;RGPS
31844889000117;RJ;Paty do Alferes;RPPS
29138344000143;RJ;Petrópolis;RPPS
01612981000190;RJ;Pinheiral;RPPS
29141322000132;RJ;Piraí;RPPS
28920999000106;RJ;Porciúncula;RPPS
01612355000102;RJ;Porto Real;RGPS
39560008000148;RJ;Quatis;RPPS
39485412000102;RJ;Queimados;RPPS
31505027000160;RJ;Quissamã;RGPS
29178233000160;RJ;Resende;RPPS
28741072000109;RJ;Rio Bonito;RPPS
29051216000168;RJ;Rio Claro;RPPS
29179454000153;RJ;Rio das Flores;RGPS
39223581000166;RJ;Rio das Ostras;RPPS
42498733000148;RJ;Rio de Janeiro;RPPS
28645760000175;RJ;Santa Maria Madalena;RGPS
29114139000148;RJ;Santo Antônio de Pádua;RPPS
29111093000103;RJ;São Fidélis;RPPS
01623783000122;RJ;São Francisco de Itabapoana;RGPS
28636579000100;RJ;São Gonçalo;RPPS
29116902000170;RJ;São João da Barra;RPPS
29138336000105;RJ;São João de Meriti;RPPS
01614414000173;RJ;São José de Ubá;RPPS
32001836000105;RJ;São José do Vale do Rio Preto;RGPS
28909604000174;RJ;São Pedro da Aldeia;RPPS
28645786000113;RJ;São Sebastião do Alto;RPPS
29138393000186;RJ;Sapucaia;RPPS
32147670000121;RJ;Saquarema;RPPS
01604139000107;RJ;Seropédica;RPPS
28741098000157;RJ;Silva Jardim;RPPS
32165706000108;RJ;Sumidouro;RPPS
01612089000100;RJ;Tanguá;RGPS
29138369000147;RJ;Teresópolis;RPPS
29115441000110;RJ;Trajano de Moraes;RPPS
29138377000193;RJ;Três Rios;RGPS
29076130000190;RJ;Valença;RPPS
39217831000155;RJ;Varre-Sai;RPPS
32412819000152;RJ;Vassouras;RPPS
32512501000143;RJ;Volta Redonda;RPPS
08097008000120;RN;Acari;RGPS
08294688000171;RN;Afonso Bezerra;RGPS
08357626000161;RN;Água Nova;RGPS
08148462000162;RN;Alexandria;RPPS
08348997000187;RN;Almino Afonso;RGPS
08184111000107;RN;Alto do Rodrigues;RGPS
08085409000160;RN;Angicos;RGPS
08348989000130;RN;Antônio Martins;RGPS
08349011000193;RN;Apodi;RGPS
08077265000108;RN;Areia Branca;RGPS
08161234000122;RN;Arez;RGPS
08294662000123;RN;Assú;RGPS
08161341000150;RN;Baía Formosa;RGPS
08546103000163;RN;Baraúna;RGPS
08002180000152;RN;Barcelona;RGPS
08110884000149;RN;Bento Fernandes;RGPS
08142655000106;RN;Boa Saúde (antigo Januário Cicco);RPPS
01612374000120;RN;Bodó;RGPS
08002404000126;RN;Bom Jesus;RPPS
08161614000167;RN;Brejinho;RGPS
01612375000175;RN;Caiçara do Norte;RGPS
08351819000105;RN;Caiçara do Rio do Vento;RGPS
08096570000139;RN;Caicó;RGPS
08084014000142;RN;Campo Grande (antigo Augusto Severo);RGPS
08358723000179;RN;Campo Redondo;RPPS
08365017000154;RN;Canguaretama;RGPS
08349102000129;RN;Caraúbas;RGPS
08088254000115;RN;Carnaúba dos Dantas;RGPS
08294670000170;RN;Carnaubais;RGPS
08004061000139;RN;Ceará-Mirim;RPPS
08173502000126;RN;Cerro Corá;RGPS
08158669000118;RN;Coronel Ezequiel;RGPS
08355471000124;RN;Coronel João Pessoa;RPPS
08106510000150;RN;Cruzeta;RPPS
08109126000100;RN;Currais Novos;RGPS
08355489000126;RN;Doutor Severiano;RPPS
08355760000123;RN;Encanto;RGPS
08086225000114;RN;Equador;RGPS
08362287000101;RN;Espírito Santo;RGPS
08204497000171;RN;Extremoz;RPPS
08349086000174;RN;Felipe Guerra;RPPS em Extinção
01612369000118;RN;Fernando Pedroza;RGPS
08181562000190;RN;Florânia;RGPS
08148439000178;RN;Francisco Dantas;RGPS
08349052000180;RN;Frutuoso Gomes;RGPS
08110991000177;RN;Galinhos;RGPS
08162687000173;RN;Goianinha;RPPS
08349094000110;RN;Governador Dix-Sept Rosado;RGPS
08241739000105;RN;Governo do Estado do Rio Grande do Norte;RPPS
08077273000146;RN;Grossos;RGPS
08184442000147;RN;Guamaré;RGPS
08004525000107;RN;Ielmo Marinho;RGPS
08085318000124;RN;Ipanguaçu;RGPS
08094708000160;RN;Ipueira;RGPS
01612395000146;RN;Itajá;RGPS
08148553000106;RN;Itaú;RPPS
08158800000147;RN;Jaçanã;RGPS
08309239000150;RN;Jandaíra;RGPS
08349003000147;RN;Janduís;RGPS
08159071000143;RN;Japi;RGPS
08111338000122;RN;Jardim de Angicos;RGPS
08096604000195;RN;Jardim de Piranhas;RGPS
08086662000138;RN;Jardim do Seridó;RGPS
08309536000103;RN;João Câmara;RGPS
08148470000109;RN;João Dias;RGPS
08357642000154;RN;José da Penha;RGPS
08095283000104;RN;Jucurutu;RPPS
04214217000155;RN;Jundiá;RGPS
08142887000164;RN;Lagoa d'Anta;RGPS
08143026000109;RN;Lagoa de Pedras;RGPS
08159162000189;RN;Lagoa de Velhos;RGPS
08182313000110;RN;Lagoa Nova;RGPS
08162869000144;RN;Lagoa Salgada;RGPS
08113466000105;RN;Lajes;RPPS
08159394000137;RN;Lajes Pintadas;RPPS
08349045000188;RN;Lucrécia;RGPS
08357600000113;RN;Luís Gomes;RGPS
08234148000100;RN;Macaíba;RPPS
08184434000109;RN;Macau;RPPS
01612383000111;RN;Major Sales;RGPS
08357618000115;RN;Marcelino Vieira;RGPS
08153462000150;RN;Martins;RGPS
08170540000125;RN;Maxaranguape;RGPS
08349060000126;RN;Messias Targino;RPPS
08354383000108;RN;Montanhas;RGPS
08365900000144;RN;Monte Alegre;RPPS
08196941000154;RN;Monte das Gameleiras;RGPS
08348971000139;RN;Mossoró;RPPS
08241747000143;RN;Natal;RPPS
08167306000149;RN;Nísia Floresta;RGPS
08144784000133;RN;Nova Cruz;RGPS
08349029000195;RN;Olho d'Água do Borges;RPPS
08095473000121;RN;Ouro Branco;RPPS
08148454000116;RN;Paraná;RGPS
08084691000160;RN;Paraú (antigo Espírito Santo do Oeste);RGPS
08113631000129;RN;Parazinho;RGPS
08087561000181;RN;Parelhas;RGPS
08170862000174;RN;Parnamirim;RGPS
08144982000105;RN;Passa e Fica;RPPS
08145153000139;RN;Passagem;RGPS
08349078000128;RN;Patu;RPPS
08148421000176;RN;Pau dos Ferros;RGPS
08113896000127;RN;Pedra Grande;RGPS
08113995000109;RN;Pedra Preta;RGPS
08294654000187;RN;Pedro Avelino;RGPS
08354896000119;RN;Pedro Velho;RGPS
08122657000133;RN;Pendências;RGPS
08148488000100;RN;Pilões;RGPS
08311904000140;RN;Poço Branco;RGPS
08358053000190;RN;Portalegre;RPPS
01612371000197;RN;Porto do Mangue;RGPS
08290223000142;RN;Pureza;RGPS
08357675000102;RN;Rafael Fernandes;RGPS
08349037000131;RN;Rafael Godeiro;RGPS
08153454000104;RN;Riacho da Cruz;RGPS
08357634000108;RN;Riacho de Santana;RGPS
08364655000150;RN;Riachuelo;RPPS
01612393000157;RN;Rio do Fogo;RGPS
08153819000109;RN;Rodolfo Fernandes;RPPS
08078958000107;RN;Ruy Barbosa;RGPS
08358889000195;RN;Santa Cruz;RGPS
01612438000193;RN;Santa Maria;RGPS
08110439000189;RN;Santana do Matos;RGPS
08088247000113;RN;Santana do Seridó;RGPS
08144800000198;RN;Santo Antônio;RGPS
08114514000180;RN;São Bento do Norte;RGPS
08160467000100;RN;São Bento do Trairí;RGPS
08096612000131;RN;São Fernando;RGPS
08154015000116;RN;São Francisco do Oeste;RGPS
08079402000135;RN;São Gonçalo do Amarante;RPPS
08095960000194;RN;São João do Sabugi;RGPS
08365850000103;RN;São José de Mipibu;RGPS
08146425000115;RN;São José do Campestre;RGPS
08096083000176;RN;São José do Seridó;RPPS
08355463000188;RN;São Miguel;RPPS
01612396000190;RN;São Miguel do Gostoso;RGPS
08079774000161;RN;São Paulo do Potengi;RPPS
08079915000146;RN;São Pedro;RGPS
08085417000106;RN;São Rafael;RGPS
08080210000149;RN;São Tomé;RPPS
08308470000129;RN;São Vicente;RPPS
08449571000110;RN;Senador Elói de Souza;RPPS
08168478000137;RN;Senador Georgino Avelino;RGPS
08078412000156;RN;Serra Caiada (antigo Presidente Juscelino);RPPS
08146680000168;RN;Serra de São Bento;RGPS
12755971000120;RN;Serra do Mel;RGPS
08096372000175;RN;Serra Negra do Norte;RGPS
08144792000180;RN;Serrinha;RGPS
01613858000194;RN;Serrinha dos Pintos;RGPS
08358046000199;RN;Severiano Melo;RGPS
08160756000100;RN;Sítio Novo;RGPS
08157810000168;RN;Taboleiro Grande;RGPS
08114753000130;RN;Taipu;RGPS
08159089000145;RN;Tangará;RPPS
08357667000158;RN;Tenente Ananias;RPPS
01612382000177;RN;Tenente Laurentino Cruz;RGPS
01622882000190;RN;Tibau;RGPS
08168775000182;RN;Tibau do Sul;RGPS
08096596000187;RN;Timbaúba dos Batistas;RGPS
08234155000102;RN;Touros;RGPS
01612376000110;RN;Triunfo Potiguar;RGPS
08348963000192;RN;Umarizal;RGPS
08085771000130;RN;Upanema;RGPS
08168940000104;RN;Várzea;RGPS
01612380000188;RN;Venha-Ver;RGPS
08362915000159;RN;Vera Cruz;RPPS
08158198000148;RN;Viçosa;RGPS
08169278000107;RN;Vila Flor;RGPS
15834732000154;RO;Alta Floresta d'Oeste;RGPS
84744994000140;RO;Alto Alegre dos Parecis;RGPS
63762025000142;RO;Alto Paraíso;RGPS
15845340000190;RO;Alvorada d'Oeste;RPPS
04104816000116;RO;Ariquemes;RPPS
01266058000144;RO;Buritis;RPPS
22855159000120;RO;Cabixi;RGPS
63762058000192;RO;Cacaulândia;RPPS
04092714000128;RO;Cacoal;RGPS
63762033000199;RO;Campo Novo de Rondônia;RPPS
63761902000160;RO;Candeias do Jamari;RGPS
63761969000103;RO;Castanheiras;RPPS
04914925000107;RO;Cerejeiras;RGPS
01587887000129;RO;Chupinguaia;RGPS
04391512000187;RO;Colorado do Oeste;RGPS
63762041000135;RO;Corumbiara;RGPS
04100020000195;RO;Costa Marques;RGPS
84736941000188;RO;Cujubim;RPPS
04695284000139;RO;Espigão do Oeste;RPPS
63761944000100;RO;Governador Jorge Teixeira;RPPS
00394585000171;RO;Governo do Estado de Rondônia;RPPS
05893631000109;RO;Guajará-Mirim;RPPS
63761936000155;RO;Itapuã do Oeste;RGPS
04279238000159;RO;Jaru;RPPS
04092672000125;RO;Ji-Paraná;RPPS
22855142000173;RO;Machadinho d'Oeste;RPPS
63762074000185;RO;Ministro Andreazza;RGPS
63787071000104;RO;Mirante da Serra;RPPS
63761985000198;RO;Monte Negro;RPPS
15884109000106;RO;Nova Brasilândia d'Oeste;RPPS
22855183000160;RO;Nova Mamoré;RPPS
00699197000107;RO;Nova União;RPPS
63762009000150;RO;Novo Horizonte do Oeste;RPPS
04380507000179;RO;Ouro Preto do Oeste;RPPS
84745363000146;RO;Parecis;RGPS
04092680000171;RO;Pimenta Bueno;RGPS
01592473000198;RO;Pimenteiras do Oeste;RGPS
05903125000145;RO;Porto Velho;RPPS
04632212000142;RO;Presidente Médici;RGPS
84723030000116;RO;Primavera de Rondônia;RGPS
63761977000141;RO;Rio Crespo;RGPS
04394805000118;RO;Rolim de Moura;RPPS
15845365000194;RO;Santa Luzia d'Oeste;RGPS
84745389000194;RO;São Felipe d'Oeste;RGPS
01254422000156;RO;São Francisco do Guaporé;RPPS
22855167000177;RO;São Miguel do Guaporé;RPPS
63761993000134;RO;Seringueiras;RPPS
84722933000182;RO;Teixeirópolis;RGPS
84727601000190;RO;Theobroma;RPPS
63787097000144;RO;Urupá;RGPS
84722917000190;RO;Vale do Anari;RPPS
63786990000155;RO;Vale do Paraíso;RPPS
04092706000181;RO;Vilhena;RPPS
04056206000194;RR;Alto Alegre;RGPS
01614081000182;RR;Amajari;RGPS
05943030000155;RR;Boa Vista;RPPS
04056214000130;RR;Bonfim;RGPS
01612682000156;RR;Cantá;RGPS
04653408000113;RR;Caracaraí;RGPS
01614606000180;RR;Caroebe;RGPS
84012012000126;RR;Governo do Estado de Roraima;RPPS
01613028000167;RR;Iracema;RGPS
04056198000186;RR;Mucajaí;RGPS
04056222000187;RR;Normandia;RGPS
01612675000154;RR;Pacaraima;RGPS
01613031000180;RR;Rorainópolis;RGPS
04056248000125;RR;São João da Baliza;RGPS
04056230000123;RR;São Luiz do Anauá;RGPS
01612681000101;RR;Uiramutã;RGPS
04217437000132;RS;Aceguá;RGPS
92406495000171;RS;Água Santa;RPPS
87531976000179;RS;Agudo;RPPS
87613253000119;RS;Ajuricaba;RPPS
87612784000197;RS;Alecrim;RPPS
87896874000157;RS;Alegrete;RPPS
92465228000175;RS;Alegria;RPPS
04215782000137;RS;Almirante Tamandaré do Sul;RGPS
87612933000118;RS;Alpestre;RPPS
92406057000103;RS;Alto Alegre;RPPS
92123926000192;RS;Alto Feliz;RPPS
88000906000157;RS;Alvorada;RPPS
90152299000192;RS;Amaral Ferrador;RGPS
92411156000183;RS;Ametista do Sul;RPPS
90483066000172;RS;André da Rocha;RGPS
87261509000176;RS;Anta Gorda;RPPS
87842233000110;RS;Antônio Prado;RPPS
90152950000124;RS;Arambaré;RGPS
01612918000154;RS;Araricá;RGPS
87613469000184;RS;Aratiba;RPPS
87297271000139;RS;Arroio do Meio;RPPS
04218960000183;RS;Arroio do Padre;RGPS
91103093000135;RS;Arroio do Sal;RPPS
87590998000100;RS;Arroio do Tigre;RGPS
88363072000144;RS;Arroio dos Ratos;RPPS
88860366000181;RS;Arroio Grande;RPPS
87612750000100;RS;Arvorezinha;RPPS
87613246000117;RS;Augusto Pestana;RGPS
92453802000175;RS;Áurea;RGPS
88073291000199;RS;Bagé;RPPS
01611339000197;RS;Balneário Pinhal;RPPS
91693325000152;RS;Barão;RPPS
87613451000182;RS;Barão de Cotegipe;RGPS
91900365000128;RS;Barão do Triunfo;RPPS
94726312000120;RS;Barra do Guarita;RPPS
01610910000159;RS;Barra do Quaraí;RGPS
88811930000176;RS;Barra do Ribeiro;RPPS
93539153000192;RS;Barra do Rio Azul;RPPS
94704004000102;RS;Barra Funda;RPPS
87613618000105;RS;Barracão;RGPS
87612735000154;RS;Barros Cassal;RPPS
01612292000186;RS;Benjamin Constant do Sul;RGPS
87849923000109;RS;Bento Gonçalves;RPPS
92410562000121;RS;Boa Vista das Missões;RPPS
87612867000186;RS;Boa Vista do Buricá;RPPS
04216132000106;RS;Boa Vista do Cadeado;RGPS
04215199000126;RS;Boa Vista do Incra;RGPS
01602022000194;RS;Boa Vista do Sul;RPPS
87851200000136;RS;Bom Jesus;RGPS
90873787000199;RS;Bom Princípio;RPPS
94726353000117;RS;Bom Progresso;RGPS
87242707000192;RS;Bom Retiro do Sul;RGPS
92454818000100;RS;Boqueirão do Leão;RPPS
87613014000169;RS;Bossoroca;RPPS
04216419000136;RS;Bozano;RGPS
87613170000120;RS;Braga;RGPS
91693309000160;RS;Brochier;RPPS
88117718000103;RS;Butiá;RGPS
88142302000145;RS;Caçapava do Sul;RPPS
88604897000103;RS;Cacequi;RPPS
87530978000143;RS;Cachoeira do Sul;RPPS
87990800000185;RS;Cachoeirinha;RPPS
87613600000103;RS;Cacique Doble;RPPS
87613006000112;RS;Caibaté;RPPS
87612925000171;RS;Caiçara;RPPS
88696810000175;RS;Camaquã;RPPS
92406099000144;RS;Camargo;RGPS
88756929000196;RS;Cambará do Sul;RPPS
92868868000126;RS;Campestre da Serra;RGPS
87612859000130;RS;Campina das Missões;RPPS
87613444000180;RS;Campinas do Sul;RGPS
90832619000155;RS;Campo Bom;RPPS
87613162000183;RS;Campo Novo;RGPS
92406164000131;RS;Campos Borges;RPPS
87568911000106;RS;Candelária;RPPS
87612842000182;RS;Cândido Godói;RPPS
94702818000108;RS;Candiota;RPPS
88585518000185;RS;Canela;RGPS
88861430000149;RS;Canguçu;RPPS
88577416000118;RS;Canoas;RPPS
04218263000122;RS;Canudos do Vale;RGPS
04215971000100;RS;Capão Bonito do Sul;RPPS
90836693000140;RS;Capão da Canoa;RPPS
04213779000184;RS;Capão do Cipó;RGPS
87691507000117;RS;Capão do Leão;RGPS
92122720000148;RS;Capela de Santana;RPPS
94706132000187;RS;Capitão;RGPS
01610503000141;RS;Capivari do Sul;RGPS
01614158000114;RS;Caraá;RPPS
87613535000116;RS;Carazinho;RPPS
88587183000134;RS;Carlos Barbosa;RPPS
93539187000187;RS;Carlos Gomes;RGPS
87596623000157;RS;Casca;RGPS
90483058000126;RS;Caseiros;RPPS
87613063000100;RS;Catuípe;RGPS
88830609000139;RS;Caxias do Sul;RPPS
93539138000144;RS;Centenário;RGPS
01612869000150;RS;Cerrito;RPPS
92000223000177;RS;Cerro Branco;RPPS
92005545000109;RS;Cerro Grande;RPPS
92324748000168;RS;Cerro Grande do Sul;RPPS
87612990000105;RS;Cerro Largo;RPPS
87613220000179;RS;Chapada;RPPS
88743604000179;RS;Charqueadas;RPPS
92450733000146;RS;Charrua;RGPS
87613055000155;RS;Chiapeta;RGPS
01606399000111;RS;Chuí;RGPS
01610869000110;RS;Chuvisca;RGPS
90256686000179;RS;Cidreira;RPPS
88202437000159;RS;Ciríaco;RPPS
94706140000123;RS;Colinas;RGPS
87613527000170;RS;Colorado;RPPS
88437926000190;RS;Condor;RPPS
87708889000144;RS;Constantina;RPPS
04217860000132;RS;Coqueiro Baixo;RGPS
94703980000132;RS;Coqueiros do Sul;RPPS
94721388000163;RS;Coronel Barros;RPPS
87613154000137;RS;Coronel Bicaco;RPPS
04215013000139;RS;Coronel Pilar;RPPS
90898487000164;RS;Cotiporã;RGPS
92411933000190;RS;Coxilha;RGPS
87613147000135;RS;Crissiumal;RGPS
90152240000102;RS;Cristal;RPPS
01610515000176;RS;Cristal do Sul;RGPS
88775390000112;RS;Cruz Alta;RGPS
04213529000144;RS;Cruzaltense;RGPS
87297990000150;RS;Cruzeiro do Sul;RGPS
88203088000190;RS;David Canabarro;RGPS
94442282000120;RS;Derrubadas;RGPS
91553966000101;RS;Dezesseis de Novembro;RPPS
01609404000140;RS;Dilermando de Aguiar;RPPS
88254891000153;RS;Dois Irmãos;RPPS
92411115000197;RS;Dois Irmãos das Missões;RGPS
90221524000103;RS;Dois Lajeados;RPPS
88601943000110;RS;Dom Feliciano;RGPS
87482535000124;RS;Dom Pedrito;RPPS
01640339000115;RS;Dom Pedro de Alcântara;RPPS
87488938000180;RS;Dona Francisca;RPPS
92465210000173;RS;Doutor Maurício Cardoso;RPPS
01613360000121;RS;Doutor Ricardo;RGPS
92324706000127;RS;Eldorado do Sul;RGPS
88349238000178;RS;Encantado;RPPS
89363642000169;RS;Encruzilhada do Sul;RPPS
94704129000124;RS;Engenho Velho;RPPS
92453927000103;RS;Entre Rios do Sul;RGPS
89971782000110;RS;Entre-Ijuís;RPPS
92453828000113;RS;Erebango;RPPS
87613477000120;RS;Erechim;RPPS
92406180000124;RS;Ernestina;RPPS
87613436000134;RS;Erval Grande;RGPS
87613212000122;RS;Erval Seco;RGPS
